elapsed time, used memory, frequent itemset count
400.50947999954224, 18034.1015625, 167
400.5184589922428, 18034.1015625, 167
400.60400299727917, 18034.1015625, 167
400.65268199145794, 18034.1015625, 167
400.6621339917183, 18034.1015625, 167
400.6696960031986, 18034.1015625, 167
400.676786005497, 18034.1015625, 167
400.68245700001717, 18034.1015625, 167
400.7334990054369, 18034.1015625, 167
400.74200600385666, 18034.1015625, 167
400.82565899193287, 18034.1015625, 167
400.8738659918308, 18034.1015625, 167
400.8819009959698, 18034.1015625, 167
400.8889899998903, 18034.1015625, 167
400.9338880032301, 18034.1015625, 167
400.9419229924679, 18034.1015625, 167
400.9485390037298, 18034.1015625, 167
400.956101000309, 18034.1015625, 167
401.0014719963074, 18034.1015625, 167
401.0095070004463, 18034.1015625, 167
401.0156510025263, 18034.1015625, 167
