elapsed time, used memory, frequent itemset count
0.0, 14774.296875, 0
51.12754303216934, 14774.296875, 0
54.65703499317169, 14774.296875, 1
54.77849704027176, 14774.296875, 2
54.88483601808548, 14774.296875, 3
54.95525503158569, 14774.296875, 3
54.988811016082764, 14774.296875, 3
55.02331203222275, 14774.296875, 3
55.11547201871872, 14774.296875, 4
55.23787999153137, 14774.296875, 5
55.3092440366745, 14774.296875, 6
55.39195203781128, 14774.296875, 7
55.43212401866913, 14774.296875, 7
55.522867023944855, 14774.296875, 8
55.64054799079895, 14774.296875, 9
55.71805703639984, 14774.296875, 10
55.82864898443222, 14774.296875, 10
55.87780100107193, 14774.296875, 10
55.97657799720764, 14774.296875, 11
56.237461030483246, 14774.296875, 12
56.425562024116516, 14774.296875, 13
56.47849500179291, 14774.296875, 13
56.63067698478699, 14774.296875, 14
56.68786400556564, 14774.296875, 14
56.83720999956131, 14774.296875, 15
56.95347398519516, 14774.296875, 16
57.01444101333618, 14774.296875, 16
57.23420703411102, 14774.296875, 17
57.34574502706528, 14774.296875, 18
57.49792701005936, 14774.296875, 19
57.60993701219559, 14774.296875, 20
57.9157190322876, 14774.296875, 21
58.22953498363495, 14774.296875, 21
58.342491030693054, 14774.296875, 22
58.51263201236725, 14774.296875, 22
58.722001016139984, 14774.296875, 22
58.974377036094666, 14774.296875, 23
59.08544200658798, 14774.296875, 24
59.334510028362274, 14774.296875, 25
59.45597302913666, 14774.296875, 26
59.58357900381088, 14774.296875, 27
59.754193007946014, 14774.296875, 27
60.08218801021576, 14774.296875, 28
60.21593803167343, 14774.296875, 29
60.36150401830673, 14774.296875, 30
60.76559001207352, 14774.296875, 30
60.91021001338959, 14774.296875, 31
61.078934013843536, 14774.296875, 32
61.26892602443695, 14774.296875, 32
61.53311800956726, 14774.296875, 33
61.72358202934265, 14774.296875, 34
61.9353129863739, 14774.296875, 35
62.287411987781525, 14774.296875, 36
62.55774801969528, 14774.296875, 37
62.86116701364517, 14774.296875, 38
63.22035503387451, 14774.296875, 39
63.42310702800751, 14774.296875, 40
63.52708202600479, 14774.296875, 40
63.889106035232544, 14774.296875, 41
64.04695898294449, 14774.296875, 42
64.54982203245163, 14774.296875, 43
64.65946900844574, 14774.296875, 43
64.7705340385437, 14774.296875, 43
65.3475970029831, 14774.296875, 44
65.54326003789902, 14774.296875, 44
65.77342402935028, 14774.296875, 45
66.31315100193024, 14774.296875, 45
66.59624701738358, 14774.296875, 45
66.88974100351334, 14774.296875, 45
67.35290503501892, 14774.296875, 46
67.57739698886871, 14774.296875, 47
68.03299802541733, 14774.296875, 47
68.38273400068283, 14774.296875, 48
68.59588301181793, 14774.296875, 49
68.80383402109146, 14774.296875, 49
69.57939600944519, 14774.296875, 50
69.7864019870758, 14774.296875, 51
70.17063802480698, 14774.296875, 52
70.45373499393463, 14774.296875, 53
70.8365530371666, 14774.296875, 54
71.11965000629425, 14774.296875, 55
71.35690301656723, 14774.296875, 56
71.66457599401474, 14774.296875, 57
72.05259299278259, 14774.296875, 58
72.28275698423386, 14774.296875, 59
72.57955902814865, 14774.296875, 60
72.76907801628113, 14774.296875, 61
73.10652500391006, 14774.296875, 62
73.27714002132416, 14774.296875, 63
73.40380102396011, 14774.296875, 63
73.58103102445602, 14774.296875, 63
74.17699998617172, 14774.296875, 64
75.17091000080109, 14774.296875, 65
75.6331279873848, 14774.296875, 66
75.80326902866364, 14774.296875, 67
76.00602102279663, 14774.296875, 68
76.24516499042511, 14774.296875, 69
76.79859799146652, 14774.296875, 70
76.91344302892685, 14774.296875, 70
77.18377900123596, 14774.296875, 71
77.3496670126915, 14774.296875, 71
77.61575001478195, 14774.296875, 71
77.73390400409698, 14774.296875, 71
78.26748603582382, 14774.296875, 72
78.68527901172638, 14774.296875, 73
79.39609199762344, 14774.296875, 74
79.84035098552704, 14774.296875, 74
80.00009500980377, 14774.296875, 75
80.16550999879837, 14774.296875, 76
81.64290601015091, 14774.296875, 76
83.73564803600311, 14774.296875, 77
84.53531301021576, 15427.671875, 77
84.64117902517319, 15427.671875, 77
84.92663902044296, 15427.671875, 78
85.33686900138855, 15427.671875, 79
85.72913998365402, 15427.671875, 79
87.6394510269165, 15427.671875, 80
88.929692029953, 15427.671875, 81
89.61073100566864, 15427.671875, 82
90.34895598888397, 15427.671875, 82
91.35231900215149, 15427.671875, 83
92.16899800300598, 15427.671875, 83
93.00836300849915, 15427.671875, 84
93.54903501272202, 15427.671875, 84
94.40021598339081, 15427.671875, 85
95.51322501897812, 15427.671875, 86
96.83843898773193, 15427.671875, 87
98.321034014225, 15427.671875, 88
99.11030203104019, 15427.671875, 88
99.71099603176117, 15427.671875, 88
100.89158898591995, 15427.671875, 89
101.53009301424026, 15427.671875, 90
102.41577398777008, 15427.671875, 91
104.30151003599167, 15427.671875, 91
105.54590702056885, 15427.671875, 92
106.34651702642441, 15427.671875, 93
106.71232199668884, 15427.671875, 94
106.94957500696182, 15427.671875, 94
107.51860404014587, 15427.671875, 95
108.4179909825325, 15427.671875, 96
108.50448000431061, 15427.671875, 97
108.6467370390892, 15427.671875, 98
108.76772600412369, 15427.671875, 99
109.0149040222168, 15427.671875, 100
109.14203798770905, 15427.671875, 101
109.45585399866104, 15427.671875, 102
109.9426479935646, 15427.671875, 103
110.46961498260498, 15427.671875, 104
111.34820699691772, 15427.671875, 105
111.54387003183365, 15427.671875, 106
111.71590203046799, 15427.671875, 106
111.95031899213791, 15427.671875, 107
112.25799202919006, 15427.671875, 107
112.33077400922775, 15427.671875, 107
